"transect","year","count","elevation","edge","P_forest","P_farmland","Shannon","edge_length"
"A27-30",2015,0,-0.766290054030634,-0.136717559993877,NA,2.3001861728006,-0.845517979085397,0.656505266687223
"A40-11",2015,0,-0.784841382512668,-0.777476595281224,NA,0.267200306924823,-0.0842630203264755,-0.571653228641287
"A27-01",2015,0,-0.775565718271651,0.996202400155708,NA,1.34894656991585,0.00802019113708623,-0.219991496615881
"A40-09",2015,0,-0.783681924482541,0.254762262705202,-1.75604627471954,-0.510054625975696,0.924145993648633,0.148666196515921
"A02-02",2015,0,-0.198155619268347,-0.069403214545159,1.01763903693112,NA,-1.06892594496119,0.446985456730891
"A35-05",2015,0,-0.623096987309935,1.51408550262614,-1.21593723985674,1.52684071958312,0.392994967443561,2.12876896040102
"A33-16",2015,0,-0.682809075861482,0.413320475818079,-1.58751427322021,2.03612068250373,-0.248108633644809,-0.169731360178472
"A12-01",2015,0,-0.324536544552203,0.824577532239017,-0.0023130808238078,-0.057382389592649,0.780330697426272,1.40637127403869
"A24-01",2015,0,-0.663678018364384,0.916584751181579,-0.479021211969674,0.19549578410112,1.33678367133548,1.47093590893568
"A29-15",2015,0,-0.0416287852011859,0.878778985330427,-0.352006124735448,0.420638336852791,0.699548555607745,0.906824330174728
"A34-04",2015,0,-0.460193134077075,-0.115028948954469,0.561621295371686,-0.591800115931001,-0.0886608021066223,-0.226289205560822
"A20-01",2015,0,-0.60106728473752,1.21770064171003,-0.79732562336671,0.126689099891018,1.8489641720237,1.53331745636378
"A36-01",2015,0,-0.424249935143135,-0.197519780696794,0.445409351288986,-0.951506821977976,0.549931404609451,0.0551266020279191
"B13-01",2015,0,1.98162547737063,-0.525231242885521,0.923289917738662,NA,-0.782564035011058,0.102639454432482
"A27-25",2015,0,-0.754695473729363,1.01350305443232,-1.3760823425167,1.0060402800726,0.844777856946796,1.05367615436115
"A27-21",2015,0,-0.774985989256588,1.13081547343501,-1.66514690201247,0.654756847977094,0.338572205087484,1.51164691751897
