"transect","year","count","elevation","edge","P_forest","P_farmland","Shannon","edge_length"
"A21-02",2015,0,-0.65629726356417,1.43035898115932,-1.51649525908377,1.54683223268447,0.975923906095312,1.53211364153536
"A16-04",2015,0,0.0315950414021415,0.366894403740622,0.247980139074546,-0.546357086833416,0.545436523949704,0.600941345652226
"A30-01",2015,0,0.199934883638616,-0.506661405766506,0.939463175465942,NA,-1.0301228708963,-0.887417753275692
"B11-01",2015,0,1.02407346379632,-0.128623278078965,0.576778301806368,NA,-0.22437619880965,0.408171624587973
"B32-06",2015,0,0.312565137796832,-0.0923533753304642,0.901878749035589,-1.00415744001161,-0.836398590943498,-0.614206798786963
"A35-01",2015,0,-0.750761347696868,2.65275121356239,-1.81598623294082,1.71966352952033,0.724674495869712,1.16028201122441
"A35-07",2015,0,-0.829481417807449,0.03423125667372,-2.0026083175696,2.74791164124777,-0.901897131194625,-0.297603031409125
"A33-14",2015,0,-0.780432758738549,1.06449957135926,-1.63049941276779,1.75472845791296,0.726847323458182,1.04274491175993
"A29-14",2015,0,-0.00958161065570114,1.23692977541523,-1.1187940244836,0.611746483298425,1.59248316780958,0.647695819117075
"A12-02",2015,0,-0.133111566829229,1.10441579783862,-0.323362143812605,-0.531600811240535,1.61228587034644,0.579737272625539
"A03-01",2015,0,-0.854308516842325,0.680614787665811,-1.4248115460855,-0.167671572192513,2.31151880987254,0.697540440999812
"C37-03",2015,0,3.45773470821499,-1.60977835721339,-0.542460637426077,NA,0.09051347978698,-1.58486347561984
"A40-09",2015,0,-0.854914055843176,0.405394048237401,-1.99842738687905,-0.386688135588266,1.00565400960843,0.327437786506454
"A18-01",2015,0,-0.248163976990848,0.16787622171899,0.57078663578679,-0.57205774810309,-0.151346240256412,0.737300164244727
"A34-25",2015,0,-0.840381119822761,0.384800927723559,-1.37764063666176,-0.0122370446523642,1.36096231502036,0.180389895594318
"A07-01",2015,0,-0.522473144376182,0.0721639428015736,-0.203273845634935,NA,0.601947747566126,0.613858106125917
"A34-26",2015,0,-0.763477666714731,0.359992340511698,-0.0471040155697152,-0.711759167813337,0.808085798042704,0.130678008133304
"A37-07",2015,0,-0.496434967339605,0.75055345281302,-0.141731972730374,-0.0187770871778779,0.926399918636483,0.283470085995662
