"transect","year","count","elevation","edge","P_forest","P_farmland","Shannon","edge_length"
"A03-09",2015,0,-0.787926817200827,-0.184860487677509,-1.01562158036843,-0.454451435287795,0.849380388032475,-0.820482601029235
"A37-07",2015,0,-0.451823564891106,0.619285597444364,-0.0730388922015101,-0.156664473028756,0.886381157138461,0.12231113257156
"A33-06",2015,0,-0.663224197085913,-0.0940784520645255,-1.74243572015992,1.7614555376995,0.111425381095342,-0.703865347831437
"A34-35",2015,0,-0.786739173199733,0.367042913722863,-1.94720521978635,1.60799705090312,0.115963857041772,0.750703614068027
"A26-02",2015,0,-0.798615613210677,0.406192185764689,-1.33654853956351,0.563735350899456,1.5621730441247,-0.114236810763874
"A16-04",2015,0,0.065989219586062,0.242442787393999,0.313601022490971,-0.664395546865541,0.494608667167811,0.427962363869881
"A27-12",2015,0,-0.728544617146106,1.1769808771175,-1.43643275310138,1.00257300990157,0.771531930676654,0.474414580254318
"A04-06",2015,0,-0.384127856828724,1.34265165884947,0.490494636246621,-0.986604760633286,0.127124505820117,1.90938228643044
"A41-05",2015,0,-0.800990901212866,0.676085710122376,-1.58523879426749,0.318431017164177,1.47097001085376,-0.139037052470301
"A12-06",2015,0,0.0754903715948174,-0.77263556856936,1.00467857450362,NA,-1.20499973897837,-1.11744091101278
"B13-02",2015,0,1.86170694924083,-0.234547070598304,0.956061084073484,NA,-1.10031799277082,-0.249833308041956
"A18-04",2015,0,-0.65312922307661,0.758113658105273,-1.27815695378221,0.725458002261459,1.31888162355683,1.29046559234617
"A27-28",2015,0,-0.803366189215055,0.456053683225278,NA,1.73779361446192,0.0593263673133389,0.684261320930088
"A26-03",2015,0,-0.755266607170731,1.27640270196671,-0.129102267891419,-0.330534726640577,1.28583053237439,0.179624091692158
"A05-05",2015,0,-0.304555708755398,-0.62207923159715,0.684075327069698,NA,-0.528532353947835,-0.587156547041807
"B11-01",2015,0,1.03926347848294,-0.244271330513587,0.639807187859812,NA,-0.297045994179591,0.242369807667906
"C37-04",2015,0,2.28925878963482,-0.0578516918764669,0.901755185571461,NA,-0.833763176218961,0.174586421533576
"A33-04",2015,0,-0.697665873117651,0.192155269314433,-1.54744763239907,1.05242975546442,1.00141355348634,0.614948942171482
"A17-01",2015,0,-0.781988597195355,0.8612008530859,-1.5286150442379,1.0214319230813,0.719307375670059,0.29929591888754
"A33-23",2015,0,-0.370469950816138,1.50912809313019,-1.60936397011144,1.00799647971329,0.962753338574744,1.947615660276
"A21-01",2015,0,-0.442916234882898,1.23973667162244,-1.25519833807423,0.833436284839028,1.04469538149706,1.26854926150405
"A09-16",2015,0,-0.694696763114915,0.989028202521122,-1.78775952141576,1.33488068578168,0.512704212125277,1.47234240219673
"A34-23",2015,0,-0.796240325208488,0.474008515060896,-1.53761112938948,0.596832398042183,1.13995894871673,0.0803482420957519
"B10-03",2015,0,1.00660326845284,0.1016609085392,0.481159413296882,NA,-0.134794683594001,0.0428153438995773
"A28-09",2016,0,-0.660255087083177,0.686257900340701,0.21019980285728,-0.899487589863521,0.859483390694508,-0.151488242385224
"A09-15",2016,0,-0.799803257211772,0.22353470066049,NA,NA,0.725126561164324,0.729675796778596
"A34-01",2016,0,-0.790302105203016,0.521194354240927,NA,2.0213324369295,-0.444737654698884,0.0183039598823674
"A36-14",2016,0,-0.629970165055269,0.398324675128394,-0.446390159164309,0.472346581849882,0.905517549440395,0.897281271679497
"A36-03",2016,0,-0.695290585115462,2.21971571393733,-1.3535313563636,1.30175589011726,0.98575952243347,1.92783504799721
"A09-01",2016,0,-0.316432148766342,-1.73801192138124,1.18771034288442,NA,-1.77174635226109,-1.73412311267276
"A17-03",2016,0,-0.366313196812308,-1.11794982959167,1.04115532939688,-1.04557178966406,-1.21458086981279,-1.32932828355911
"A09-08",2016,0,-0.800990901212866,1.76889091407662,-1.5377198812201,0.738289831060484,1.73793394603931,0.914463464653675
"A34-07",2016,0,-0.7938650372063,0.828636091212436,-1.89249878557071,1.99204378498272,0.0149994201163537,1.20675383051666
"A16-05",2016,0,0.354586711852007,-0.372243709134094,0.708539556633113,-0.994871809195696,-0.420688123655472,-0.214987159079499
"A33-13",2016,0,-0.773081267187147,0.765012228697767,-1.7679474172299,0.191631828702192,0.525334516973423,0.978881262201517
"A33-18",2016,0,-0.767736869182222,1.11389076852201,NA,1.36523120889464,0.233177232858325,1.52394123677377
"A34-35",2016,0,-0.786739173199733,0.367042913722863,-1.94720521978635,1.60799705090312,0.115963857041772,0.750703614068027
"C37-03",2016,0,3.42583409868218,-1.69911162032533,-0.470608513569439,NA,0.026778066531776,-1.67646099628671
"A34-32",2016,0,-0.770112157184411,0.53787010668302,-1.9457147274527,2.0823188957696,-0.486069250506931,0.655965586434623
"A34-23",2016,0,-0.796240325208488,0.474008515060896,-1.53761112938948,0.596832398042183,1.13995894871673,0.0803482420957519
"A34-08",2016,0,-0.741608701158145,-0.803561747853338,-1.18751537073091,-1.13564590499006,0.809467190121997,-0.667073847352954
"A27-02",2016,0,-0.789114461201922,0.545451870437951,-1.94844721111225,1.8611260540957,-0.363596221472516,1.05985958883423
"A29-15",2016,0,-0.0432740285146248,0.890006430567564,-0.453384692625247,0.453311356966379,0.73922803775708,0.908136178765572
"B10-02",2016,0,1.21147185864163,-1.75016410951195,1.18771034288442,NA,-1.77174635226109,-1.22413257529588
"A10-04",2016,0,-0.362750264809024,0.434637931315344,0.0833637576977522,-0.0275546698721613,0.355588004901213,0.966750112462281
"A33-17",2016,0,0.088554455606856,0.366779806441002,0.630195906158366,-0.867908080553885,-0.0802772210043981,0.273585262788115
"A34-26",2016,0,-0.713699067132426,0.235663348961303,0.0208430893326831,-0.823574773230462,0.764710103514471,-0.0247922202855753
"A09-26",2016,0,-0.777831843191525,1.53905445953518,-0.752811248356879,-0.0912739422017307,1.03676258927156,0.282677497612495
"A09-04",2017,0,-0.68519561110616,1.64396947844746,-0.550401469909431,0.00762282972919927,1.44375642457328,1.96874359820803
"A20-03",2017,0,-0.159663140621878,-1.69631028645763,1.1726816791878,NA,-1.69435626442363,-1.52220951897029
"A09-09",2017,0,-0.779019487192619,1.3078943961827,-1.92243540166633,1.80058842264946,-0.195801209295884,0.828414217037817
"A33-18",2017,0,-0.767736869182222,1.11389076852201,NA,1.36523120889464,0.233177232858325,1.52394123677377
"B14-03",2017,0,1.24828882267556,-1.11686662073215,0.828675459296774,-1.15444581364481,-0.826014995825996,-1.01783895618512
"B33-02",2017,0,0.26432576776883,0.992618791187611,-0.0406743768319294,0.114256620834825,0.39747406988149,1.17562864737336
"A28-03",2017,0,-0.426883040868123,1.27753237119829,0.214106603426232,-0.531547716360555,0.398447023144803,1.89166867109192
"B37-03",2017,0,1.98284663735246,-0.49934754595794,0.97856156933272,NA,-1.11652718880152,-0.714734864848708
"A28-14",2017,0,-0.173321046634464,1.58211700198181,-1.14724898105763,1.1401968228084,0.724959560419528,1.89932043018197
"A12-06",2017,0,0.0754903715948174,-0.77263556856936,1.00467857450362,NA,-1.20499973897837,-1.11744091101278
"A32-06",2017,0,0.302330375803852,0.803280582621284,-0.121882986678541,0.098576706919518,0.66496574670874,0.28922016421163
"B13-01",2017,0,2.02916475339514,-0.481899795177067,0.874295701356227,NA,-0.769666177414632,0.119505312778107
"B38-04",2017,0,2.04935470141375,-0.587715626150202,0.448113767540692,NA,0.013647044551703,-0.983772421198921
"A09-18",2017,0,-0.503486078938713,0.733009161798246,0.185388165863988,-0.65710435855461,0.447576694569716,0.396328468679514
"A40-06",2018,0,-0.797427969209583,0.782530771470578,NA,1.53023033010107,0.617784314787088,0.916461575452932
"A33-06",2018,0,-0.663224197085913,-0.0940784520645255,-1.74243572015992,1.7614555376995,0.111425381095342,-0.703865347831437
"A25-01",2018,0,-0.6127493270394,0.426347412990665,0.154050439601796,-0.245310634724945,0.567408501725993,0.325435251003222
"A17-03",2018,0,-0.366313196812308,-1.11794982959167,1.04115532939688,-1.04557178966406,-1.21458086981279,-1.32932828355911
"A36-05",2018,0,-0.747546921163617,0.00829454330139845,-0.213775350245074,-0.40530512149961,0.890640239548601,-0.198493895251392
"B32-05",2018,0,0.150311943663766,0.603903656243218,-0.968336554051809,1.13197202948966,0.769424425116014,0.124813526322779
"A40-05",2018,0,-0.7938650372063,0.501629321832812,-1.93272101028576,1.49537053072856,0.801075978154194,0.94849901200568
"A27-25",2018,0,-0.773675089187694,1.02164990826031,-1.51952609901832,1.0596916611751,0.887081617877085,1.05214769250249
"A09-03",2018,0,-0.431633616872501,-1.33953727337836,1.07921820033102,-1.08153731555185,-1.32567142571572,-1.47505775142896
"B38-01",2018,0,0.353399067850912,-1.76673454834829,1.18771034288442,NA,-1.77174635226109,-1.75459102857622
"A09-12",2018,0,-0.803366189215055,-1.65328357570725,NA,NA,-1.77174635226109,-1.48867551007894
"A05-04",2018,0,-0.305149530755945,0.243840401670474,0.311469238574296,-1.16029013637291,-0.20878191701467,-0.537129062285424
"B28-04",2018,0,0.254824615760075,0.813670052586586,-0.0292439632872903,-0.163070788187092,0.867693540469643,0.913391691402668
"A33-14",2018,0,-0.730326083147748,0.927654024576254,-1.55007000972846,1.55011720075036,0.68116664523664,0.853316785302837
"A01-01",2018,0,-0.347310892794797,0.745833289963614,0.485954836969874,-0.751942474422882,0.113463906309673,1.28684085719349
"A29-14",2018,0,0.0256093235488517,1.09702076515259,-1.042398521774,0.450137167909789,1.57136322285855,0.472976083847856
"B14-01",2018,0,1.38130495079813,0.581527169835292,-0.68129139687478,0.571146408665932,1.10741878175987,1.13022029812517
"A27-21",2018,0,-0.794458859206847,1.13627986946185,-1.82046434037981,0.695819697843449,0.371728881106364,1.50126068932768
"A34-21",2018,0,-0.799803257211772,0.244156207361341,-1.11829834759425,-0.743501384387879,1.62230913221197,0.267719178251809
"A27-30",2018,0,-0.785551529198639,-0.102269839757653,NA,2.4002143383064,-0.833757692888739,0.662658620350765
"A34-24",2018,0,-0.799209435211224,0.288913102559795,-1.61744170041475,-0.0245356487810136,1.42062481914687,-0.103286607051585
"A09-06",2018,0,-0.543272152975376,-0.285817364657472,0.614426404753134,-0.829166058633702,-0.111428417170907,-0.613545017661348
"A04-06",2018,0,-0.384127856828724,1.34265165884947,0.490494636246621,-0.986604760633286,0.127124505820117,1.90938228643044
"B29-01",2018,0,1.56004537296284,-1.42924195078081,0.862851726258951,-0.792483868302602,-0.847233806946808,-1.41116365948584
"A17-01",2019,0,-0.781988597195355,0.8612008530859,-1.5286150442379,1.0214319230813,0.719307375670059,0.29929591888754
"A22-07",2019,0,-0.543272152975376,0.74058859708508,-1.35631928344164,1.5076617123318,0.570063699376966,0.241428263424458
"A20-03",2019,0,-0.159663140621878,-1.69631028645763,1.1726816791878,NA,-1.69435626442363,-1.52220951897029
"A09-12",2019,0,-0.803366189215055,-1.65328357570725,NA,NA,-1.77174635226109,-1.48867551007894
"A34-26",2019,0,-0.713699067132426,0.235663348961303,0.0208430893326831,-0.823574773230462,0.764710103514471,-0.0247922202855753
"B38-07",2019,0,1.13249353256885,-0.532481277831687,1.00748872576583,NA,-1.18863131489482,-0.0819925609652853
"A28-14",2019,0,-0.173321046634464,1.58211700198181,-1.14724898105763,1.1401968228084,0.724959560419528,1.89932043018197
"A37-07",2019,0,-0.451823564891106,0.619285597444364,-0.0730388922015101,-0.156664473028756,0.886381157138461,0.12231113257156
"B37-03",2019,0,1.98284663735246,-0.49934754595794,0.97856156933272,NA,-1.11652718880152,-0.714734864848708
"A39-04",2019,0,-0.703604093123123,1.04157300096656,NA,1.79117070474889,-0.0695094959979485,0.445445999178207
"A40-12",2019,0,-0.803960011215602,0.56051858456816,NA,0.705825150907601,1.41479212449317,0.784828712501829
"A09-22",2019,0,-0.482702308919561,2.08288361616566,-0.832108643818241,0.592980835399478,1.33530256780012,0.625197614392015
"B21-01",2019,0,1.82251469720471,-1.71339189475232,1.1620633466794,NA,-1.63958690841818,-1.45734198750497
"A27-07",2019,0,-0.747546921163617,1.54330131244146,-1.14656534707303,1.19988701168074,0.757578171799013,0.242892345834326
"A35-12",2019,0,-0.789114461201922,0.278515388590614,NA,2.1341288277597,-0.587956750879486,0.7416986652675
"B38-04",2019,0,2.04935470141375,-0.587715626150202,0.448113767540692,NA,0.013647044551703,-0.983772421198921
"A16-05",2019,0,0.354586711852007,-0.372243709134094,0.708539556633113,-0.994871809195696,-0.420688123655472,-0.214987159079499
"C14-04",2019,0,2.0600434974236,-0.228482542318177,0.288136656067548,-0.672965975568096,0.255771382150096,0.00749714081289985
"B10-01",2019,0,1.06064107050264,-0.84883093564392,1.09709169515588,NA,-1.43827827161872,-0.479081086924099
"B38-03",2019,0,1.84092317922168,-0.647153504697013,0.534817463511609,NA,-0.468390451340566,-1.02197855131981
"A02-01",2019,0,-0.686383255107254,0.379424899266538,0.647484960427067,-1.07955519619955,-0.354403057441306,0.81369189977341
"A37-05",2019,0,-0.682226501103424,0.567224904536724,-0.721326936579662,0.561944077900778,1.13024167700843,1.09694678855326
"A32-07",2019,0,-0.0242717244971141,1.63129474104365,-0.638311568804972,0.694586923305245,0.714487218693602,0.881905924659454
"A34-05",2019,0,-0.767736869182222,1.37810625048295,-1.06041282171769,-0.244072823837748,1.90977332232977,1.43170097674668
"A04-01",2019,0,-0.519519272953488,0.236665591077951,0.822821863848017,-1.03286389516677,-0.608678974029177,0.73189361037527
"A34-34",2019,0,-0.790302105203016,-1.48799079540532,NA,-1.1205095896941,-1.60616386321011,-1.57596996113496
"A28-14",2020,0,-0.173321046634464,1.58211700198181,-1.14724898105763,1.1401968228084,0.724959560419528,1.89932043018197
"A27-12",2020,0,-0.728544617146106,1.1769808771175,-1.43643275310138,1.00257300990157,0.771531930676654,0.474414580254318
"B14-03",2020,0,1.24828882267556,-1.11686662073215,0.828675459296774,-1.15444581364481,-0.826014995825996,-1.01783895618512
"A12-02",2020,0,-0.0955303645627794,0.966861083524702,-0.253237227653726,-0.65019444057361,1.59172778856017,0.407547756777077
"A34-27",2020,0,-0.754672785170184,-0.859592992887506,-1.84520216666558,-0.2949295114823,0.353576241016181,-0.869479123947534
"A37-07",2020,0,-0.451823564891106,0.619285597444364,-0.0730388922015101,-0.156664473028756,0.886381157138461,0.12231113257156
"A27-17",2020,0,-0.613343149039947,1.07399424979819,NA,1.53865554470921,-0.157173156890655,1.58229198332109
"A32-07",2020,0,-0.0242717244971141,1.63129474104365,-0.638311568804972,0.694586923305245,0.714487218693602,0.881905924659454
"A37-09",2020,0,-0.665599485088102,1.42415423124954,-1.81542723040216,1.2747490752377,0.670890863889225,0.596365660726378
"A34-01",2020,0,-0.790302105203016,0.521194354240927,NA,2.0213324369295,-0.444737654698884,0.0183039598823674
"A24-01",2020,0,-0.680445035101782,0.926947732345789,-0.585617080591864,0.220100635326144,1.38797792755081,1.46133708603356
"A09-18",2020,0,-0.503486078938713,0.733009161798246,0.185388165863988,-0.65710435855461,0.447576694569716,0.396328468679514
"A34-05",2020,0,-0.767736869182222,1.37810625048295,-1.06041282171769,-0.244072823837748,1.90977332232977,1.43170097674668
"A29-12",2020,0,-0.759423361174561,0.633172688150522,NA,0.436031193815408,1.52674337819533,0.0462423882724457
"A33-05",2020,0,-0.770705979184958,0.0886521672616615,NA,2.33289011622567,-0.658053296741947,-0.541622897933539
"A29-08",2020,0,-0.599091421026814,1.20031448463739,-1.94666555620128,0.795194348681167,0.0218893783506566,0.444828046962086
"A28-06",2020,0,-0.0171458604905475,0.434744414595583,-0.634142296894057,0.837237902718424,0.586238153994289,0.643975213069017
"A40-05",2020,0,-0.7938650372063,0.501629321832812,-1.93272101028576,1.49537053072856,0.801075978154194,0.94849901200568
"A35-13",2020,0,-0.786739173199733,0.144850752049303,-1.9169629430651,2.22343667322687,-0.607752097918542,0.653161177834554
"A33-09",2020,0,-0.713105245131879,0.972341512858651,-1.91032988102488,1.32703201470254,1.00159803066758,1.52241255477913
"B21-01",2020,0,1.82251469720471,-1.71339189475232,1.1620633466794,NA,-1.63958690841818,-1.45734198750497
"A29-03",2020,0,-0.228546492685355,0.821993543813719,-0.271963259381265,0.162446539875302,0.938094452785197,1.02572874768378
"A27-21",2020,0,-0.794458859206847,1.13627986946185,-1.82046434037981,0.695819697843449,0.371728881106364,1.50126068932768
"A09-08",2020,0,-0.800990901212866,1.76889091407662,-1.5377198812201,0.738289831060484,1.73793394603931,0.914463464653675
"A16-02",2020,0,-0.565243566995623,0.0623841982587116,0.0637525836700205,NA,0.513431871226436,-0.558771403163579
"A20-04",2020,0,0.0909297436090449,-1.57730639918805,1.08568607118428,NA,-1.40628689578411,-1.2080379014201
"A02-03",2020,0,-0.517143984951299,0.776750535263641,0.381235563383688,-1.00570318118534,0.208445279573582,1.33164085059483
"A33-13",2021,0,-0.773081267187147,0.765012228697767,-1.7679474172299,0.191631828702192,0.525334516973423,0.978881262201517
"A09-06",2021,0,-0.543272152975376,-0.285817364657472,0.614426404753134,-0.829166058633702,-0.111428417170907,-0.613545017661348
"A22-01",2021,0,-0.0141767504878115,-1.29137001944551,0.717623341049809,-0.601731307274107,-0.622658131349787,-1.44254210044347
"A34-03",2021,0,-0.785551529198639,0.401379387281441,NA,2.25273588548146,-0.683029187200911,0.538308994347532
"A27-05",2021,0,-0.715480533134068,1.40616670323501,-0.409144168730495,0.0839634251027541,0.9549370376849,0.696544965329923
"A09-02",2021,0,-0.595528489023531,-1.23472927434507,1.16543639112308,NA,-1.66418767168194,-1.40556535079612
"A29-05",2021,0,-0.386503144830913,0.547164938792375,-0.0976872223444321,-0.0284887669777991,0.709946760801722,0.354610151392687
"A32-04",2021,0,0.140216969654463,1.08660506800544,-0.398469344276673,-0.124649124584133,1.49127688377759,0.701780389540091
"A24-01",2021,0,-0.680445035101782,0.926947732345789,-0.585617080591864,0.220100635326144,1.38797792755081,1.46133708603356
"A33-16",2021,0,-0.70004116111984,0.435191063704303,-1.73964285599666,2.12668584358269,-0.225553221021683,-0.147597486435932
"A33-08",2021,0,-0.584839693013681,-0.142189936573881,0.780110853433733,-0.939495425185352,-0.360502635495181,0.0884814306779657
"A35-05",2021,0,-0.638877495063477,1.51078607220994,-1.35280283954573,1.59915541355942,0.427135057271742,2.10644676752745
"A39-01",2021,0,-0.45954325089822,0.284988626438619,0.199409383659109,-0.669352682127245,0.687373029945001,-0.413448664266431
"A29-07",2021,0,-0.55099183898249,0.987685884797568,-1.91676156768243,0.611869522068857,0.142573760776119,1.32480013187059
"A32-02",2021,0,0.143186079657199,-0.360550083810299,0.829534331395803,-1.01442152677802,-0.500923730252176,0.115852805866314
"B29-02",2021,0,1.24116295866899,0.407093217397402,-0.305837402332334,0.199374260133581,0.916314802931561,0.857501054467027
"B29-01",2021,0,1.56004537296284,-1.42924195078081,0.862851726258951,-0.792483868302602,-0.847233806946808,-1.41116365948584
"A20-05",2021,0,0.390809853885386,-1.73801192138122,1.18771034288442,NA,-1.77174635226109,-1.38289341254625
"B37-02",2021,0,2.15624266151224,-0.405346944317712,0.900047987235602,-1.16554202518824,-0.85678566591554,-0.401111251989276
"B13-02",2021,0,1.86170694924083,-0.234547070598304,0.956061084073484,NA,-1.10031799277082,-0.249833308041956
"A27-28",2021,0,-0.803366189215055,0.456053683225278,NA,1.73779361446192,0.0593263673133389,0.684261320930088
"A17-01",2021,0,-0.781988597195355,0.8612008530859,-1.5286150442379,1.0214319230813,0.719307375670059,0.29929591888754
"A40-12",2021,0,-0.803960011215602,0.56051858456816,NA,0.705825150907601,1.41479212449317,0.784828712501829
"A40-11",2021,0,-0.804553833216149,-0.728377322485784,NA,0.29437474880761,-0.058746934048523,-0.541745649061565
"A27-29",2021,0,-0.787926817200827,0.716388093408007,-1.88104635514123,1.13835182479763,0.245786711661033,1.06295710569735
