"transect","year","count","elevation","edge","P_forest","P_farmland","Shannon","edge_length"
"C14-04",2015,0,1.99900138490557,-0.269662862620807,0.362449818351044,-0.628036387915312,0.190477619152382,-0.0278436787702019
"A27-25",2015,0,-0.727127560688338,1.11920478803949,-1.37328104511356,1.04304924290423,0.897639589947697,0.981781104162259
"A40-11",2015,0,-0.756833911310904,-0.773026353957305,NA,0.352493536122037,-0.131929041085425,-0.597206281806463
"A27-18",2015,0,-0.753406255469839,1.3759018998563,NA,0.699809215331449,0.0253192855554708,0.0296775956653878
"A17-04",2015,0,-0.711131833430034,-1.11581012555076,-1.6838428079586,-0.246947461335334,-0.0386344386076774,-0.568379401334217
"A40-09",2015,0,-0.755691359363882,0.246594827311714,-1.78196089135223,-0.479262172026941,0.904214123997594,0.128405533041299
"A36-02",2015,0,-0.632295749085533,1.42536904924248,-0.275791724039854,0.259739211054873,0.79586384674268,1.52265392554313
"A10-03",2015,0,-0.172989866382787,-0.452555011289999,0.362957935277092,-0.418132013882952,0.375839242451888,-0.916603139999249
"A28-09",2015,0,-0.618013849747761,0.639416400139159,0.286587941939233,-0.859708372366466,0.803736177217904,-0.189090319592004
"B33-02",2015,0,0.271462841008677,0.943881273234811,0.0423929914047197,0.177085108683246,0.334421063579942,1.15690222479667
"B14-05",2015,0,2.05670025823017,-0.459262537818645,0.625026386985994,NA,-0.219382260179912,-0.921071948881396
"A34-04",2015,0,-0.436919366144812,-0.123169747281995,0.566502988615345,-0.548715671431799,-0.133562250402606,-0.24139703291915
"A34-24",2015,0,-0.751692427549306,0.249193546226016,-1.49001690091329,0.0138853085861733,1.37378589949176,-0.152637696810471
"A21-02",2015,0,-0.568312840052314,1.23645395229357,-1.31672263093408,1.44096884032763,0.88279376135595,1.30785592446272
"A34-28",2015,0,-0.680282930860446,0.847905146416204,-0.572536051609829,0.0246678605553341,0.969396383448235,1.29526645347048
"C37-01",2015,0,2.51886252080047,-1.75266120312375,1.22885676312253,NA,-1.81595421320185,-1.41894627232397
"A29-04",2015,0,-0.515755450489313,1.80928043446806,-0.620747419075697,0.233223222749971,1.46779593548656,2.52279687126219
"A33-01",2015,0,-0.502044827125052,2.25548237368043,-0.429484288607503,0.669982212033698,0.869587046347405,1.41879540856205
"A24-01",2015,0,-0.63743723284713,0.878616641900637,-0.48804125556982,0.285335674333466,1.34058784329531,1.44667430988822
"A09-23",2015,0,-0.640293612714685,1.29477386612598,-1.06071208816638,0.75011779554148,1.36834333165294,0.557251466962662
"A36-03",2015,0,-0.651719132184902,2.17037617389664,-1.23517322790017,1.39069649927294,0.932929457150703,1.9236025373669
"A09-05",2015,0,-0.426065122648106,-1.09828429658736,1.14339404937751,NA,-1.48991381887667,-1.34796737582753
"A09-10",2015,0,-0.755691359363882,-1.71547532018446,NA,NA,-1.86910142625236,-1.76327476292216
