"transect","year","count","elevation","edge","P_forest","P_farmland","Shannon","edge_length"
"A35-05",2015,0,-0.633120563171295,0.902152874919419,-1.28932343229907,1.72328320709576,0.472044427874558,1.57483604161457
"A27-24",2015,0,-0.778609737960037,2.57948977838322,-1.61178950625709,-0.000330715761425043,0.484584124664637,2.03710035528511
"B36-02",2015,0,0.984741616940733,0.306110895082196,0.815206459678025,NA,-0.800521791466601,-0.0491241278727728
"A22-01",2015,0,-0.0398856334125446,-1.34327724431063,0.726529760544584,-0.542752685281086,-0.588492352278312,-1.52446660507133
"A05-04",2015,0,-0.316202283205118,0.46820552983278,0.331081204139145,-1.11784559795154,-0.170380525596846,-0.339936722353179
"A01-03",2015,0,-0.608872367373171,0.762442662458096,0.21847756896946,-0.674719174838444,0.514461699318915,1.01026963410053
"A04-09",2015,0,-0.787068410912871,1.24340361146285,-1.86024823222523,NA,-1.697338582707,1.96699541833867
"A39-03",2015,0,-0.740827665437379,1.10454010617806,-1.84243358666916,1.69248887001843,0.220135746152472,-0.0497587191696482
"A27-21",2015,0,-0.780865384080793,1.73259793268684,-1.74445513019843,0.789693193590783,0.416435705657122,2.29990343681473
"B32-02",2015,0,0.984741616940733,-0.424208040616958,0.703824398737529,-1.11330251838145,-0.253153366509831,-0.204321718693189
"A33-07",2015,0,-0.453796696571216,-0.166559617007138,-0.620047099084777,-0.255659539696525,1.25803328951009,0.305185873675083
"A16-02",2015,0,-0.563195533427868,-0.269916369112759,0.0898939479160137,NA,0.559224404083938,-0.759603476023993
"A27-28",2015,0,-0.789324057033627,0.694535186725817,NA,1.8561326461184,0.110042226765256,0.985609373767013
"A28-12",2015,0,-0.300976671890017,1.39638565369798,-1.3362248270368,1.25656534226258,0.984485893396403,2.15130423338096
"B32-05",2015,0,0.116317860449788,0.255084644313734,-0.914991038119903,1.24227057404974,0.817836787730577,-0.088895582293902
"A36-04",2015,0,-0.740827665437379,0.710850002546621,0.180937954740978,-0.462030614936298,0.767079125364287,1.01145746331362
"A33-01",2015,0,-0.538947337629744,1.51988748742731,-0.483786474733177,0.690634840693031,0.974306618553943,0.969756822373204
"A34-22",2015,0,-0.771278888067581,0.715981885792731,-1.85871320435235,NA,-1.6899135132514,0.164295446425842
"A40-11",2015,0,-0.790451880094005,0.227503100086007,NA,0.371015196854297,-0.0217089135625319,0.407524121446988
"A34-03",2015,0,-0.772406711127959,0.227100794827287,NA,2.39621052948471,-0.649481245977234,0.42655647700946
"A33-09",2015,0,-0.70360950444491,1.0534926643189,-1.83211487306369,1.44147617487647,1.05412811831385,1.7439819615908
"A39-07",2015,0,-0.670902635693952,1.15361655618665,-1.81388309901565,1.16291620669821,1.07904378155932,0.546674151692749
"A40-05",2015,0,-0.780301472550604,0.942029377596289,-1.85358522729251,1.58417820522567,0.887604342932536,1.4489965241216
"A33-12",2015,0,-0.7193990272902,1.68016382564846,-1.79285874806855,0.92103029863578,0.409498987789397,1.68825780117419
