X,Y,NO,join_TypeName,join_FunctionTy,join_Function,join_Area_ha,distance
121.45991,24.84218,"1",闊葉樹林型,"2221",經改造天然林,46290.7,0
121.46204,24.84178,"2",闊葉樹林型,"2221",經改造天然林,46290.7,0
121.46398,24.84013,"3",闊葉樹林型,"2221",經改造天然林,103298,0
121.46466,24.83826,"4",針闊葉樹混淆,"2211",生產性人工林,1509.85,0
121.46577,24.83666,"5",闊葉樹林型,"2221",經改造天然林,2407.76,0
121.46649,24.83481,"6",闊葉樹林型,"2221",經改造天然林,213771,0
121.23167,24.82878,"7",闊葉樹林型,,經改造天然林,1069.06,55.0594654949385
121.23189,24.82706,"8",闊葉樹林型,"2221",經改造天然林,213771,0
121.23394,24.82869,"9",闊葉樹林型,"2221",經改造天然林,213771,0
121.23569,24.82967,"10",闊葉樹林型,"2221",經改造天然林,2386.76,0
121.23769,24.83025,"11",竹林,"2211",生產性人工林,2682.86,32.0344232611535
121.24009,24.83053,"12",闊葉樹林型,,經改造天然林,1069.06,38.6401279533584
121.24172,24.83161,"13",闊葉樹林型,,經改造天然林,1069.06,6.67582458152852
121.24433,24.83378,"14",闊葉樹林型,,經改造天然林,1069.06,21.0161550373303
121.24497,24.83617,"15",闊葉樹林型,,經改造天然林,1069.06,0
121.244,24.83922,"16",闊葉樹林型,,經改造天然林,1069.06,1.66334597302113
120.3015,22.75722,"17",闊葉樹林型,,生產性人工林,2.85183,159.87927605374
120.29948,22.75611,"18",闊葉樹林型,,生產性人工林,3.99122,151.569444863068
120.29601,22.75674,"19",闊葉樹林型,,生產性人工林,3.99122,3.29723543619721
120.29389,22.75416,"20",闊葉樹林型,,生產性人工林,2.26257,4.70546620048371
120.29349,22.75202,"21",闊葉樹林型,,生產性人工林,2.26257,59.0170530581808
120.29517,22.74989,"22",闊葉樹林型,,生產性人工林,2.26257,324.737221958678
120.30087,22.75,"23",闊葉樹林型,,生產性人工林,0.170092,362.644930402831
120.30396,22.75212,"24",闊葉樹林型,,生產性人工林,0.170092,18.8952274396587
120.30315,22.75512,"25",闊葉樹林型,,生產性人工林,0.170092,248.599143023874
121.58801,25.12467,"26",闊葉樹林型,,原生林,3208.01,8.13240288103956
121.58936,25.12675,"27",闊葉樹林型,,原生林,3208.01,0
121.59042,25.13078,"28",闊葉樹林型,,原生林,3208.01,0
121.59241,25.13212,"29",闊葉樹林型,,原生林,3208.01,0.882050888180789
121.59958,25.13523,"30",闊葉樹林型,,原生林,3208.01,2.03891093665092
121.59722,25.13222,"31",闊葉樹林型,,原生林,3208.01,3.15388464531457
121.59604,25.1296,"32",闊葉樹林型,,原生林,3208.01,0.290460003017709
