X,Y,NO,join_TypeName,join_FunctionTy,join_Function,join_Area_ha,distance
120.48455,23.55702,"2,001",竹林,,生產性人工林,809.134,191.825426758332
120.48688,23.55245,"2,002",竹林,,生產性人工林,809.134,334.893816027466
120.48458,23.5597,"2,003",闊葉樹林型,"2221",經改造天然林,46290.7,6.82448928336877
120.48697,23.56078,"2,004",竹林,"2211",生產性人工林,16093.4,0
120.45661,23.43979,"2,005",闊葉樹林型,,經改造天然林,1325.36,68.0657045534992
120.46004,23.44104,"2,006",闊葉樹林型,,經改造天然林,1325.36,41.8132153966888
120.45936,23.43855,"2,007",闊葉樹林型,,經改造天然林,1325.36,80.5683333966186
120.45751,23.43524,"2,008",竹林,,生產性人工林,809.134,174.494748094724
120.46116,23.43566,"2,009",闊葉樹林型,,經改造天然林,1325.36,165.991616645882
120.46279,23.43652,"2,010",竹林,,經改造天然林,2402.34,239.379834178981
120.46011,23.44326,"2,011",闊葉樹林型,,經改造天然林,1325.36,97.2147403149026
120.45816,23.44283,"2,012",闊葉樹林型,,經改造天然林,1325.36,0
120.46341,23.44211,"2,013",闊葉樹林型,,經改造天然林,1325.36,129.858862743472
120.46279,23.44042,"2,014",闊葉樹林型,,經改造天然林,1325.36,221.637388492368
120.61363,23.32999,"2,015",竹闊混淆林,"2212",保護性人工林,2025.95,4.1164381380982
120.6145,23.33232,"2,016",竹闊混淆林,"2212",保護性人工林,1613.84,2.43335216562423
120.61577,23.33543,"2,017",闊葉樹林型,"1100",原生林,1571.79,2.76199375070758
120.6164,23.33841,"2,018",竹闊混淆林,"2212",保護性人工林,1407.56,4.87850570459333
120.61668,23.34064,"2,019",闊葉樹林型,"1100",原生林,1571.79,3.63405340686205
120.61678,23.34289,"2,020",竹闊混淆林,"2212",保護性人工林,1407.56,13.0448710842401
120.61615,23.34532,"2,021",竹闊混淆林,"2212",保護性人工林,1613.84,0
120.61644,23.34741,"2,022",竹闊混淆林,"2212",保護性人工林,116.355,4.30381249655453
120.61864,23.34913,"2,023",竹闊混淆林,"2212",保護性人工林,116.355,0.366670311523487
121.16336,24.87226,"2,024",闊葉樹林型,,經改造天然林,1069.06,15.0828592558983
121.16252,24.8703,"2,025",闊葉樹林型,,經改造天然林,1069.06,36.4361174292749
121.16168,24.86862,"2,026",闊葉樹林型,"2221",經改造天然林,213771,0
121.16195,24.86641,"2,027",闊葉樹林型,"2221",經改造天然林,9.32293,10.8774199998814
121.16169,24.86473,"2,028",竹闊混淆林,"2211",生產性人工林,10425.5,35.3449456233667
121.16139,24.86251,"2,029",闊葉樹林型,"2221",經改造天然林,103298,0
121.14965,24.74984,"2,030",闊葉樹林型,"2221",經改造天然林,46290.7,0
121.14704,24.74956,"2,031",闊葉樹林型,"2221",經改造天然林,46290.7,0
121.14704,24.74748,"2,032",闊葉樹林型,"2221",經改造天然林,46290.7,3.43876457507763
121.14368,24.74746,"2,033",闊葉樹林型,"2221",經改造天然林,103298,25.7410563733661
121.1393,24.74704,"2,034",闊葉樹林型,"1100",原生林,1288.05,0
121.14639,24.74567,"2,035",闊葉樹林型,"2221",經改造天然林,103298,3.16292215449704
121.14881,24.74681,"2,036",闊葉樹林型,"2221",經改造天然林,1533.24,0
121.15098,24.74589,"2,037",竹林,,經改造天然林,4025.86,3.2192882764
121.36739,24.40298,"2,038",闊葉樹林型,"2221",經改造天然林,213771,2.30569235285731
121.3668,24.40639,"2,039",闊葉樹林型,"1100",原生林,369060,5.06210185565709
121.36532,24.40376,"2,040",闊葉樹林型,"1100",原生林,369060,0.107972829390579
121.36358,24.40494,"2,041",闊葉樹林型,"2221",經改造天然林,213771,0
121.3614,24.40356,"2,042",闊葉樹林型,"2221",經改造天然林,213771,0
121.3599,24.40645,"2,043",闊葉樹林型,"2221",經改造天然林,213771,1.22523503053744
121.35654,24.4059,"2,044",闊葉樹林型,"1100",原生林,20621.8,0
121.35875,24.40794,"2,045",闊葉樹林型,"2221",經改造天然林,213771,0
121.35987,24.41044,"2,046",闊葉樹林型,"1200",經改造天然林,226.595,0
121.35864,24.41202,"2,047",闊葉樹林型,"2221",經改造天然林,213771,0
121.33127,24.361,"2,048",闊葉樹林型,"1100",原生林,369060,36.4129633671475
121.33429,24.36283,"2,049",闊葉樹林型,,經改造天然林,2465.49,1.00171549464069
121.33691,24.36362,"2,050",闊葉樹林型,"1100",原生林,8527.72,13.4146868136099
121.33792,24.36756,"2,051",針葉樹林型,,生產性人工林,46.7772,4.44303026149584
121.33989,24.3689,"2,052",闊葉樹林型,"2221",經改造天然林,213771,0
121.33975,24.37165,"2,053",闊葉樹林型,"1100",原生林,369060,0.25996873401823
121.33837,24.37325,"2,054",針葉樹林型,,生產性人工林,46.7772,9.64773864138008
121.33661,24.37356,"2,055",闊葉樹林型,"1100",原生林,369060,0
121.33552,24.37565,"2,056",闊葉樹林型,"1100",原生林,369060,0
121.33768,24.37709,"2,057",針葉樹林型,"2212",保護性人工林,2038.62,0
121.30461,24.38575,"2,058",針闊葉樹混淆,"2211",生產性人工林,306.731,0
121.30533,24.38386,"2,059",闊葉樹林型,,經改造天然林,2465.49,0
121.30646,24.38206,"2,060",闊葉樹林型,,經改造天然林,2465.49,0
121.30633,24.38003,"2,061",闊葉樹林型,,經改造天然林,2465.49,0
121.30418,24.38049,"2,062",闊葉樹林型,,經改造天然林,2465.49,0
121.30361,24.38236,"2,063",闊葉樹林型,,經改造天然林,2465.49,0
121.30271,24.38444,"2,064",闊葉樹林型,,經改造天然林,2465.49,0
121.30106,24.38288,"2,065",闊葉樹林型,,經改造天然林,2465.49,0
121.30062,24.38514,"2,066",闊葉樹林型,,經改造天然林,2465.49,0
121.30786,24.34939,"2,067",闊葉樹林型,"2221",經改造天然林,691.405,0
121.30952,24.35144,"2,068",針葉樹林型,,生產性人工林,46.7772,0
121.31084,24.35343,"2,069",針葉樹林型,,生產性人工林,46.7772,0
121.31207,24.35544,"2,070",針葉樹林型,,生產性人工林,46.7772,0
121.31208,24.35812,"2,071",闊葉樹林型,,經改造天然林,2465.49,0
121.31109,24.36041,"2,072",闊葉樹林型,,經改造天然林,2465.49,0
121.31097,24.36256,"2,073",闊葉樹林型,"2221",經改造天然林,213771,0
121.31053,24.3646,"2,074",闊葉樹林型,"2221",經改造天然林,213771,0
121.30915,24.40685,"2,075",闊葉樹林型,"1100",原生林,8527.72,0
121.30773,24.4051,"2,076",針葉樹林型,"2212",保護性人工林,1867.78,0
121.30633,24.40306,"2,077",針葉樹林型,"2212",保護性人工林,993.414,0
121.30438,24.40459,"2,078",針葉樹林型,"2212",保護性人工林,1867.78,0
121.3039,24.40683,"2,079",針葉樹林型,"2212",保護性人工林,1867.78,0
121.3054,24.40761,"2,080",針葉樹林型,"2212",保護性人工林,993.414,0
121.30373,24.40907,"2,081",針闊葉樹混淆,"1100",原生林,5237.17,0
121.30286,24.41133,"2,082",針闊葉樹混淆,"1100",原生林,5237.17,0
121.27953,24.38999,"2,083",針葉樹林型,"1100",原生林,1348.01,8.14374130110476
121.2771,24.39037,"2,084",針葉樹林型,"1100",原生林,3733.64,0
121.27524,24.38931,"2,085",針葉樹林型,"1100",原生林,3733.64,0
121.27234,24.38897,"2,086",針葉樹林型,"1100",原生林,3733.64,41.32084105885
121.26914,24.38901,"2,087",針葉樹林型,"1100",原生林,3733.64,0
121.26713,24.38918,"2,088",針葉樹林型,"1100",原生林,3733.64,11.3059944841995
121.26449,24.38939,"2,089",針葉樹林型,"1100",原生林,3733.64,28.6436404745582
121.26219,24.38987,"2,090",針葉樹林型,"1100",原生林,615.978,5.92055900075548
121.25972,24.38985,"2,091",針葉樹林型,"1100",原生林,615.978,0
121.25697,24.38995,"2,092",針葉樹林型,"1100",原生林,291.225,0
